ExpPeriod,ExpCountry,ExpBrkDwn,Value,Internetuse
2010,Czechia,age 16 to 24,86.7067,sending/receiving e-mails
2010,Czechia,age 16 to 24,53.8249,telephoning or video calls
2010,Czechia,age 16 to 24,20.0286,uploading self-created content to any website to be shared
2010,Czechia,age 25 to 34,70.3272,finding information about goods and services
2010,Czechia,age 25 to 34,36.3081,Internet banking
2010,Czechia,age 25 to 34,12.5976,job search or sending an application
2010,Czechia,age 25 to 34,24.9751,seeking health information
2010,Czechia,age 25 to 34,14.5968,selling goods or services
2010,Czechia,age 25 to 34,78.1279,sending/receiving e-mails
2010,Czechia,age 25 to 34,39.5612,telephoning or video calls
2010,Czechia,age 25 to 34,9.7255,uploading self-created content to any website to be shared
2010,Czechia,age 25 to 54,64.5915,finding information about goods and services
2010,Czechia,age 25 to 54,31.4498,Internet banking
2010,Czechia,age 25 to 54,8.8968,job search or sending an application
2010,Czechia,age 25 to 54,25.9671,seeking health information
2010,Czechia,age 25 to 54,10.5977,selling goods or services
2010,Czechia,age 25 to 54,68.8793,sending/receiving e-mails
2010,Czechia,age 25 to 54,29.5673,telephoning or video calls
2010,Czechia,age 25 to 54,5.6864,uploading self-created content to any website to be shared
2010,Czechia,age 25 to 64,56.807,finding information about goods and services
2010,Czechia,age 25 to 64,26.4271,Internet banking
2010,Czechia,age 25 to 64,7.3248,job search or sending an application
2010,Czechia,age 25 to 64,23.6081,seeking health information
2010,Czechia,age 25 to 64,8.5903,selling goods or services
2010,Czechia,age 25 to 64,60.6005,sending/receiving e-mails
2010,Czechia,age 25 to 64,25.2185,telephoning or video calls
2010,Czechia,age 25 to 64,4.6407,uploading self-created content to any website to be shared
2010,Czechia,age 35 to 44,68.5595,finding information about goods and services
2010,Czechia,age 35 to 44,32.5236,Internet banking
2010,Czechia,age 35 to 44,8.2243,job search or sending an application
2010,Czechia,age 35 to 44,29.288,seeking health information
2010,Czechia,age 35 to 44,10.4884,selling goods or services
2010,Czechia,age 35 to 44,69.9153,sending/receiving e-mails
2010,Czechia,age 35 to 44,27.1507,telephoning or video calls
2010,Czechia,age 35 to 44,4.6094,uploading self-created content to any website to be shared
2010,Czechia,age 45 to 54,53.1323,finding information about goods and services
2010,Czechia,age 45 to 54,24.341,Internet banking
2010,Czechia,age 45 to 54,5.1744,job search or sending an application
2010,Czechia,age 45 to 54,23.3985,seeking health information
2010,Czechia,age 45 to 54,5.8742,selling goods or services
2010,Czechia,age 45 to 54,56.4918,sending/receiving e-mails
2010,Czechia,age 45 to 54,20.1968,telephoning or video calls
2010,Czechia,age 45 to 54,2.0131,uploading self-created content to any website to be shared
2010,Czechia,age 55 to 64,32.7374,finding information about goods and services
2010,Czechia,age 55 to 64,10.8972,Internet banking
2010,Czechia,age 55 to 64,2.464,job search or sending an application
2010,Czechia,age 55 to 64,16.3141,seeking health information
2010,Czechia,age 55 to 64,2.3835,selling goods or services
2010,Czechia,age 55 to 64,35.0025,sending/receiving e-mails
2010,Czechia,age 55 to 64,11.7723,telephoning or video calls
2010,Czechia,age 55 to 64,1.4075,uploading self-created content to any website to be shared
2010,Czechia,age 55 to 74,25.7987,finding information about goods and services
2010,Czechia,age 55 to 74,8.0009,Internet banking
2010,Czechia,age 55 to 74,0,job search or sending an application
2010,Czechia,age 55 to 74,13.8022,seeking health information
2010,Czechia,age 55 to 74,1.6881,selling goods or services
2010,Czechia,age 55 to 74,27.5545,sending/receiving e-mails
2010,Czechia,age 55 to 74,9.5683,telephoning or video calls
2010,Czechia,age 55 to 74,0,uploading self-created content to any website to be shared
2010,Czechia,age 65 to 74,14.4512,finding information about goods and services
2010,Czechia,age 65 to 74,3.2645,Internet banking
2010,Czechia,age 65 to 74,0,job search or sending an application
2010,Czechia,age 65 to 74,9.6944,seeking health information
2010,Czechia,age 65 to 74,0.5509,selling goods or services
2010,Czechia,age 65 to 74,15.3742,sending/receiving e-mails
2010,Czechia,age 65 to 74,5.9639,telephoning or video calls
2010,Czechia,age 65 to 74,0,uploading self-created content to any website to be shared
2010,Czechia,age 75 and over,3.8508,finding information about goods and services
2010,Czechia,age 75 and over,1.8339,Internet banking
2010,Czechia,age 75 and over,0,job search or sending an application
2010,Czechia,age 75 and over,2.532,seeking health information
2010,Czechia,age 75 and over,0,selling goods or services
2010,Czechia,age 75 and over,4.5859,sending/receiving e-mails
2010,Czechia,age 75 and over,1.8288,telephoning or video calls
2010,Czechia,age 75 and over,0,uploading self-created content to any website to be shared
2010,Czechia,all ages,53.4745,finding information about goods and services
2010,Czechia,all ages,22.5222,Internet banking
2010,Czechia,all ages,7.7586,job search or sending an application
2010,Czechia,all ages,20.5317,seeking health information
2010,Czechia,all ages,8.4982,selling goods or services
2010,Czechia,all ages,59.3874,sending/receiving e-mails
2010,Czechia,all ages,27.2541,telephoning or video calls
2010,Czechia,all ages,6.3919,uploading self-created content to any website to be shared
2010,Denmark,age 16 to 24,86.5413,finding information about goods and services
2010,Denmark,age 16 to 24,67.683,Internet banking
2010,Denmark,age 16 to 24,38.9278,job search or sending an application
2010,Denmark,age 16 to 24,52.0176,seeking health information
2010,Denmark,age 16 to 24,26.7303,selling goods or services
2010,Denmark,age 16 to 24,94.3039,sending/receiving e-mails
2010,Denmark,age 16 to 24,46.7308,telephoning or video calls
2010,Denmark,age 16 to 24,72.9008,uploading self-created content to any website to be shared
2010,Denmark,age 25 to 34,89.3891,finding information about goods and services
2010,Denmark,age 25 to 34,86.88,Internet banking
2010,Denmark,age 25 to 34,48.3185,job search or sending an application
2010,Denmark,age 25 to 34,64.1376,seeking health information
2010,Denmark,age 25 to 34,41.253,selling goods or services
2010,Denmark,age 25 to 34,92.6934,sending/receiving e-mails
2010,Denmark,age 25 to 34,35.2734,telephoning or video calls
2010,Denmark,age 25 to 34,56.3094,uploading self-created content to any website to be shared
2010,Denmark,age 25 to 54,87.2473,finding information about goods and services
2010,Denmark,age 25 to 54,81.1081,Internet banking
2010,Denmark,age 25 to 54,37.7644,job search or sending an application
2010,Denmark,age 25 to 54,59.3301,seeking health information
2010,Denmark,age 25 to 54,35.8119,selling goods or services
2010,Denmark,age 25 to 54,89.9233,sending/receiving e-mails
2010,Denmark,age 25 to 54,33.8065,telephoning or video calls
2010,Denmark,age 25 to 54,40.6621,uploading self-created content to any website to be shared
2010,Denmark,age 25 to 64,82.8935,finding information about goods and services
2010,Denmark,age 25 to 64,76.5187,Internet banking
2010,Denmark,age 25 to 64,31.5465,job search or sending an application
2010,Denmark,age 25 to 64,55.418,seeking health information
2010,Denmark,age 25 to 64,31.8863,selling goods or services
2010,Denmark,age 25 to 64,86.1174,sending/receiving e-mails
2010,Denmark,age 25 to 64,31.2893,telephoning or video calls
2010,Denmark,age 25 to 64,35.1473,uploading self-created content to any website to be shared
2010,Denmark,age 35 to 44,89.1045,finding information about goods and services
2010,Denmark,age 35 to 44,83.5645,Internet banking
2010,Denmark,age 35 to 44,38.0689,job search or sending an application
2010,Denmark,age 35 to 44,60.7631,seeking health information
2010,Denmark,age 35 to 44,38.7605,selling goods or services
2010,Denmark,age 35 to 44,92.369,sending/receiving e-mails
2010,Denmark,age 35 to 44,35.5451,telephoning or video calls
2010,Denmark,age 35 to 44,41.0526,uploading self-created content to any website to be shared
2010,Denmark,age 45 to 54,83.4679,finding information about goods and services
2010,Denmark,age 45 to 54,73.5832,Internet banking
2010,Denmark,age 45 to 54,28.3745,job search or sending an application
2010,Denmark,age 45 to 54,53.7021,seeking health information
2010,Denmark,age 45 to 54,28.0576,selling goods or services
2010,Denmark,age 45 to 54,84.9899,sending/receiving e-mails
2010,Denmark,age 45 to 54,30.7311,telephoning or video calls
2010,Denmark,age 45 to 54,26.8044,uploading self-created content to any website to be shared
2010,Denmark,age 55 to 64,69.5003,finding information about goods and services
2010,Denmark,age 55 to 64,62.4006,Internet banking
2010,Denmark,age 55 to 64,12.419,job search or sending an application
2010,Denmark,age 55 to 64,43.3837,seeking health information
2010,Denmark,age 55 to 64,19.8105,selling goods or services
2010,Denmark,age 55 to 64,74.4095,sending/receiving e-mails
2010,Denmark,age 55 to 64,23.5459,telephoning or video calls
2010,Denmark,age 55 to 64,18.1826,uploading self-created content to any website to be shared
2010,Denmark,age 55 to 74,58.7723,finding information about goods and services
2010,Denmark,age 55 to 74,53.0565,Internet banking
2010,Denmark,age 55 to 74,7.6399,job search or sending an application
2010,Denmark,age 55 to 74,37.9352,seeking health information
2010,Denmark,age 55 to 74,16.0772,selling goods or services
2010,Denmark,age 55 to 74,64.8485,sending/receiving e-mails
2010,Denmark,age 55 to 74,20.5842,telephoning or video calls
2010,Denmark,age 55 to 74,13.9797,uploading self-created content to any website to be shared
2010,Denmark,age 65 to 74,43.9404,finding information about goods and services
2010,Denmark,age 65 to 74,40.1378,Internet banking
2010,Denmark,age 65 to 74,1.0326,job search or sending an application
2010,Denmark,age 65 to 74,30.4023,seeking health information
2010,Denmark,age 65 to 74,10.9158,selling goods or services
2010,Denmark,age 65 to 74,51.6299,sending/receiving e-mails
2010,Denmark,age 65 to 74,16.4894,telephoning or video calls
2010,Denmark,age 65 to 74,8.169,uploading self-created content to any website to be shared
2010,Denmark,all ages,78.4341,finding information about goods and services
2010,Denmark,all ages,70.5389,Internet banking
2010,Denmark,all ages,28.7239,job search or sending an application
2010,Denmark,all ages,51.7028,seeking health information
2010,Denmark,all ages,28.4301,selling goods or services
2010,Denmark,all ages,82.9041,sending/receiving e-mails
2010,Denmark,all ages,31.6787,telephoning or video calls
2010,Denmark,all ages,37.281,uploading self-created content to any website to be shared
2010,Estonia,age 0 to 15,51.8528,finding information about goods and services
2010,Estonia,age 0 to 15,26.5223,Internet banking
2010,Estonia,age 0 to 15,4.8301,job search or sending an application
2010,Estonia,age 0 to 15,20.9331,seeking health information
2010,Estonia,age 0 to 15,2.0862,selling goods or services
2010,Estonia,age 0 to 15,86.583,sending/receiving e-mails
2010,Estonia,age 0 to 15,46.3241,telephoning or video calls
2010,Estonia,age 0 to 15,72.0659,uploading self-created content to any website to be shared
2010,Estonia,age 16 to 24,76.9436,finding information about goods and services
2010,Estonia,age 16 to 24,73.5013,Internet banking
2010,Estonia,age 16 to 24,38.9998,job search or sending an application
2010,Estonia,age 16 to 24,35.2221,seeking health information
2010,Estonia,age 16 to 24,8.882,selling goods or services
2010,Estonia,age 16 to 24,91.9996,sending/receiving e-mails
2010,Estonia,age 16 to 24,55.6121,telephoning or video calls
2010,Estonia,age 16 to 24,73.7664,uploading self-created content to any website to be shared
2010,Estonia,age 25 to 34,85.5988,finding information about goods and services
2010,Estonia,age 25 to 34,91.9623,Internet banking
2010,Estonia,age 25 to 34,40.3133,job search or sending an application
2010,Estonia,age 25 to 34,46.9095,seeking health information
2010,Estonia,age 25 to 34,18.4601,selling goods or services
2010,Estonia,age 25 to 34,90.2459,sending/receiving e-mails
2010,Estonia,age 25 to 34,51.9774,telephoning or video calls
2010,Estonia,age 25 to 34,57.3541,uploading self-created content to any website to be shared
2010,Estonia,age 25 to 54,73.6569,finding information about goods and services
2010,Estonia,age 25 to 54,80.2733,Internet banking
2010,Estonia,age 25 to 54,31.0871,job search or sending an application
2010,Estonia,age 25 to 54,42.8468,seeking health information
2010,Estonia,age 25 to 54,11.1006,selling goods or services
2010,Estonia,age 25 to 54,74.5469,sending/receiving e-mails
2010,Estonia,age 25 to 54,38.5122,telephoning or video calls
2010,Estonia,age 25 to 54,32.6923,uploading self-created content to any website to be shared
2010,Estonia,age 25 to 64,65.318,finding information about goods and services
2010,Estonia,age 25 to 64,71.4291,Internet banking
2010,Estonia,age 25 to 64,26.3689,job search or sending an application
